1352853189.464,9315400,39454,-22354,1724.349,627.245,2.717,2.750
1352853189.464,9330400,33805,-17646,1496.600,1228.078,2.908,2.913
1352853189.464,9330600,-10418,7940,1333.175,913.256,2.309,2.343
1352853189.499,9315400,39404,-22353,1720.654,713.527,2.673,2.774
1352853189.499,9330400,33737,-17643,1490.600,1284.661,2.862,2.915
1352853189.499,9330600,-10450,7980,1435.468,997.760,2.317,2.297
1352853189.536,9315400,39377,-22342,1717.782,747.769,2.594,2.714
1352853189.536,9330400,33700,-17652,1475.831,1250.468,2.870,2.891
1352853189.536,9330600,-10474,8014,1478.370,971.392,2.273,2.257
1352853189.570,9315400,39337,-22297,1765.482,812.187,2.632,2.650
1352853189.570,9330400,33654,-17628,1459.645,1306.306,2.899,2.849
1352853189.570,9330600,-10511,8038,1459.119,965.340,2.279,2.284
1352853189.603,9315400,39299,-22247,1785.412,874.738,2.605,2.618
1352853189.603,9330400,33612,-17611,1437.513,1273.437,2.816,2.830
1352853189.603,9330600,-10561,8075,1462.494,1001.355,2.246,2.296
1352853189.638,9315400,39301,-22268,1780.917,825.740,2.655,2.647
1352853189.638,9330400,33526,-17617,1415.901,1425.875,2.951,2.907
1352853189.638,9330600,-10584,8097,1462.271,983.919,2.297,2.286
1352853189.672,9315400,39277,-22312,1774.120,811.833,2.792,2.782
1352853189.672,9330400,33472,-17627,1395.541,1434.579,3.019,2.943
1352853189.672,9330600,-10621,8118,1385.544,1069.273,2.290,2.342
1352853189.707,9315400,39257,-22281,1772.872,792.625,2.680,2.678
1352853189.707,9330400,33408,-17640,1390.531,1397.171,3.042,3.013
1352853189.707,9330600,-10655,8148,1371.707,1062.956,2.320,2.303
1352853189.741,9315400,39235,-22258,1770.139,801.012,2.659,2.690
1352853189.741,9330400,33327,-17659,1388.838,1435.168,3.119,3.093
1352853189.741,9330600,-10686,8172,1371.690,1015.368,2.287,2.309
1352853189.775,9315400,39211,-22245,1765.625,855.417,2.678,2.672
1352853189.775,9330400,33274,-17657,1382.279,1454.722,3.121,3.092
1352853189.775,9330600,-10737,8204,1353.845,1046.758,2.353,2.369
1352853189.809,9315400,39213,-22238,1760.328,894.355,2.615,2.579
1352853189.809,9330400,33221,-17686,1405.522,1415.022,-3.087,-3.105
1352853189.809,9330600,-10778,8230,1350.252,1105.190,2.341,2.364
1352853189.846,9315400,39185,-22210,1759.388,967.171,2.545,2.560
1352853189.846,9330400,33162,-17729,1422.084,1429.106,-3.016,-2.992
1352853189.846,9330600,-10825,8266,1393.398,1125.689,2.373,2.380
1352853189.882,9315400,39173,-22193,1757.551,954.100,2.488,2.495
1352853189.882,9330400,33111,-17756,1445.154,1434.965,-2.973,-2.979
1352853189.882,9330600,-10857,8292,1295.333,1078.553,2.348,2.399
1352853189.920,9315400,39155,-22180,1754.153,1027.109,2.503,2.523
1352853189.920,9330400,33053,-17788,1460.206,1357.632,-2.920,-2.989
1352853189.920,9330600,-10887,8335,1314.599,1135.012,2.369,2.410
1352853189.953,9315400,39144,-22181,1751.127,982.122,2.510,2.522
1352853189.953,9330400,32996,-17790,1479.757,1414.442,-2.959,-3.033
1352853189.953,9330600,-10911,8348,1314.990,1179.268,2.490,2.472
1352853189.987,9315400,39138,-22158,1764.771,964.919,2.431,2.509
1352853189.987,9330400,32939,-17773,1486.941,1442.479,-3.092,-3.077
1352853189.987,9330600,-10954,8399,1423.636,1153.237,2.452,2.455
1352853190.023,9315400,39124,-22134,1766.939,994.019,2.405,2.491
1352853190.023,9330400,32875,-17762,1488.891,1454.750,3.084,3.072
1352853190.023,9330600,-10991,8429,1439.855,1132.961,2.467,2.479
1352853190.059,9315400,39095,-22101,1766.677,1006.143,2.397,2.495
1352853190.059,9330400,32816,-17749,1486.865,1489.687,3.020,3.050
1352853190.059,9330600,-11022,8451,1433.457,1161.472,2.493,2.509
1352853190.093,9315400,39081,-22073,1766.498,1075.934,2.438,2.532
1352853190.093,9330400,32764,-17735,1482.413,1491.449,3.074,3.036
1352853190.093,9330600,-11058,8477,1450.232,1124.627,2.482,2.528
1352853190.129,9315400,39048,-22053,1766.482,1065.003,2.423,2.545
1352853190.129,9330400,32727,-17737,1477.297,1433.642,-3.125,3.111
1352853190.129,9330600,-11091,8506,1450.360,1143.865,2.418,2.514
1352853190.165,9315400,39020,-22028,1766.482,1033.195,2.399,2.571
1352853190.165,9330400,32667,-17754,1481.373,1354.275,-3.042,3.136
1352853190.165,9330600,-11126,8542,1435.735,1136.921,2.412,2.442
1352853190.199,9315400,39001,-22015,1766.054,1007.726,2.479,2.587
1352853190.199,9330400,32621,-17758,1480.933,1346.563,-3.041,-3.111
1352853190.199,9330600,-11174,8603,1429.757,1243.558,2.304,2.367
1352853190.234,9315400,38989,-21998,1765.721,961.345,2.513,2.609
1352853190.234,9330400,32572,-17757,1479.355,1339.601,-3.115,3.106
1352853190.234,9330600,-11211,8625,1428.551,1225.930,2.354,2.372
1352853190.268,9315400,38979,-21987,1765.423,917.857,2.575,2.587
1352853190.268,9330400,32515,-17756,1475.410,1336.095,-3.119,-3.139
1352853190.268,9330600,-11250,8637,1451.025,1173.659,2.392,2.397
1352853190.301,9315400,38958,-21982,1765.389,921.684,2.555,2.576
1352853190.301,9330400,32460,-17754,1474.958,1302.188,3.095,3.117
1352853190.301,9330600,-11284,8666,1346.159,1226.658,2.370,2.392
1352853190.334,9315400,38951,-21979,1765.359,910.279,2.596,2.583
1352853190.334,9330400,32409,-17733,1472.106,1319.021,3.026,3.067
1352853190.334,9330600,-11303,8688,1308.328,1205.579,2.316,2.357
1352853190.370,9315400,38911,-21934,1830.792,894.393,2.577,2.593
1352853190.370,9330400,32358,-17715,1470.871,1304.493,3.009,3.016
1352853190.370,9330600,-11337,8727,1336.574,1216.163,2.315,2.343
1352853190.405,9315400,38890,-21893,1872.314,931.154,2.518,2.628
1352853190.405,9330400,32307,-17719,1469.969,1252.560,3.071,3.041
1352853190.405,9330600,-11353,8761,1349.666,1294.706,2.283,2.326
1352853190.442,9315400,38867,-21886,1863.364,894.574,2.527,2.585
1352853190.442,9330400,32283,-17714,1471.429,1212.236,3.082,3.037
1352853190.442,9330600,-11400,8807,1385.607,1252.747,2.300,2.332
1352853190.478,9315400,38854,-21873,1854.050,887.907,2.529,2.607
1352853190.478,9330400,32212,-17760,1475.721,1328.234,-3.082,3.108
1352853190.478,9330600,-11429,8849,1364.959,1302.699,2.345,2.338
1352853190.513,9315400,38835,-21854,1851.354,833.262,2.554,2.588
1352853190.513,9330400,32158,-17792,1476.290,1472.988,3.101,2.999
1352853190.513,9330600,-11466,8904,1347.432,1353.927,2.360,2.281
1352853190.547,9315400,38825,-21832,1848.611,783.481,2.486,2.561
1352853190.547,9330400,32105,-17788,1474.890,1513.200,2.970,2.945
1352853190.547,9330600,-11502,8948,1343.958,1390.573,2.355,2.254
1352853190.580,9315400,38810,-21799,1847.382,802.290,2.444,2.509
1352853190.580,9330400,32041,-17782,1475.174,1648.429,2.874,2.870
1352853190.580,9330600,-11523,9008,1356.854,1453.179,2.338,2.268
1352853190.614,9315400,38797,-21781,1845.312,837.289,2.499,2.553
1352853190.614,9330400,31937,-17776,1476.033,1779.834,2.879,2.884
1352853190.614,9330600,-11565,9054,1357.350,1501.789,2.329,2.210
1352853190.649,9315400,38785,-21751,1838.297,947.491,2.504,2.509
1352853190.649,9330400,31876,-17771,1476.814,1797.639,2.861,2.935
1352853190.649,9330600,-11583,9078,1357.553,1387.686,2.286,2.234
1352853190.683,9315400,38771,-21727,1831.698,943.787,2.522,2.493
1352853190.683,9330400,31828,-17793,1479.439,1869.304,2.968,3.053
1352853190.683,9330600,-11622,9122,1468.632,1421.335,2.316,2.250
1352853190.717,9315400,38749,-21711,1825.250,976.908,2.479,2.455
1352853190.717,9330400,31768,-17797,1480.457,1945.922,3.036,3.023
1352853190.717,9330600,-11643,9140,1487.750,1319.628,2.309,2.260
1352853190.751,9315400,38720,-21692,1819.676,924.777,2.435,2.436
1352853190.751,9330400,31673,-17771,1481.394,1959.307,2.973,2.992
1352853190.751,9330600,-11673,9164,1494.973,1190.949,2.265,2.298
1352853190.785,9315400,38697,-21651,1815.376,931.648,2.428,2.435
1352853190.785,9330400,31585,-17801,1482.072,1973.808,3.038,3.022
1352853190.785,9330600,-11702,9200,1462.309,1155.796,2.318,2.311
1352853190.824,9315400,38661,-21615,1812.454,1030.908,2.413,2.386
1352853190.824,9330400,31508,-17650,1481.375,2083.598,2.583,2.793
1352853190.824,9330600,-11708,9240,1335.016,1077.026,2.224,2.240
1352853190.858,9315400,38640,-21589,1809.711,1082.372,2.368,2.371
1352853190.858,9330400,31476,-17583,1481.622,2024.661,2.628,2.760
1352853190.858,9330600,-11712,9261,1317.876,964.413,2.176,2.249
1352853190.894,9315400,38621,-21549,1805.533,1129.598,2.311,2.280
1352853190.894,9330400,31474,-17521,1481.412,1826.533,2.621,2.733
1352853190.894,9330600,-11729,9292,1261.941,931.719,2.212,2.250
1352853190.928,9315400,38617,-21528,1802.072,1095.170,2.249,2.227
1352853190.928,9330400,31486,-17489,1479.952,1486.377,2.576,2.686
1352853190.928,9330600,-11764,9321,1268.251,967.158,2.294,2.278
1352853190.964,9315400,38598,-21491,1834.388,1060.810,2.192,2.199
1352853190.964,9330400,31416,-17451,1468.206,1661.079,2.648,2.670
1352853190.964,9330600,-11801,9353,1268.940,1014.398,2.303,2.294
1352853191.000,9315400,38594,-21465,1840.654,1038.326,2.185,2.173
1352853191.000,9330400,31387,-17442,1452.867,1530.351,2.647,2.705
1352853191.000,9330600,-11844,9397,1376.277,1043.288,2.310,2.366
1352853191.034,9315400,38584,-21449,1854.279,996.536,2.150,2.195
1352853191.034,9330400,31333,-17408,1437.801,1498.271,2.649,2.706
1352853191.034,9330600,-11887,9424,1405.370,1075.140,2.372,2.400
1352853191.068,9315400,38583,-21448,1857.013,988.769,2.140,2.190
1352853191.068,9330400,31278,-17375,1420.707,1579.903,2.663,2.681
1352853191.068,9330600,-11918,9462,1416.175,1089.250,2.366,2.358
1352853191.105,9315400,38545,-21415,1853.939,1055.557,2.146,2.183
1352853191.105,9330400,31180,-17321,1403.205,1731.747,2.631,2.615
1352853191.105,9330600,-11949,9506,1455.342,1067.854,2.338,2.373
1352853191.138,9315400,38516,-21388,1850.884,1060.926,2.250,2.181
1352853191.138,9330400,31128,-17295,1386.806,1756.004,2.590,2.627
1352853191.138,9330600,-11972,9534,1459.178,1014.770,2.323,2.378
1352853191.173,9315400,38482,-21365,1843.898,1093.064,2.252,2.195
1352853191.173,9330400,31079,-17275,1371.151,1704.538,2.600,2.659
1352853191.173,9330600,-11993,9561,1466.574,1014.738,2.362,2.361
1352853191.208,9315400,38473,-21347,1837.256,1083.288,2.319,2.216
1352853191.208,9330400,31035,-17245,1356.197,1719.175,2.530,2.589
1352853191.208,9330600,-12013,9588,1423.982,1020.736,2.351,2.343
1352853191.243,9315400,38449,-21316,1834.610,1184.353,2.298,2.203
1352853191.243,9330400,30967,-17211,1344.940,1793.145,2.566,2.606
1352853191.243,9330600,-12030,9619,1281.471,1002.846,2.380,2.302
1352853191.276,9315400,38448,-21316,1832.301,1207.202,2.276,2.232
1352853191.276,9330400,30872,-17199,1363.379,1840.401,2.645,2.653
1352853191.276,9330600,-12038,9627,1263.836,1030.431,2.342,2.267
1352853191.309,9315400,38418,-21296,1829.084,1216.534,2.248,2.229
1352853191.309,9330400,30793,-17185,1376.450,1892.532,2.655,2.682
1352853191.309,9330600,-12072,9652,1173.078,1145.286,2.296,2.263
1352853191.342,9315400,38393,-21279,1825.874,1223.525,2.263,2.237
1352853191.342,9330400,30716,-17168,1381.341,2007.022,2.624,2.617
1352853191.342,9330600,-12090,9680,1268.289,1181.022,2.299,2.223
1352853191.378,9315400,38207,-21221,1824.104,1357.851,2.600,2.410
1352853191.378,9330400,30703,-17142,1373.248,1908.373,2.544,2.557
1352853191.378,9330600,-12128,9699,1299.887,1252.604,2.300,2.218
1352853191.411,9315400,38175,-21192,1824.054,1333.165,2.558,2.431
1352853191.411,9330400,30710,-17139,1362.014,1698.192,2.507,2.553
1352853191.411,9330600,-12192,9737,1452.032,1399.278,2.359,2.268
1352853191.445,9315400,38174,-21187,1818.956,1275.905,2.488,2.442
1352853191.445,9330400,30678,-17121,1349.642,1627.924,2.554,2.537
1352853191.445,9330600,-12228,9752,1511.055,1288.083,2.332,2.306
1352853191.478,9315400,38197,-21195,1812.912,1393.648,2.391,2.375
1352853191.478,9330400,30607,-17103,1341.363,1703.984,2.658,2.638
1352853191.478,9330600,-12273,9771,1533.046,1320.355,2.356,2.346
1352853191.515,9315400,38182,-21168,1810.552,1430.653,2.335,2.347
1352853191.515,9330400,30552,-17086,1332.841,1781.096,2.726,2.612
1352853191.515,9330600,-12323,9823,1558.489,1384.276,2.289,2.319
1352853191.552,9315400,38162,-21137,1809.378,1473.837,2.342,2.363
1352853191.552,9330400,30498,-17078,1326.967,1706.376,2.729,2.629
1352853191.552,9330600,-12356,9871,1564.574,1366.962,2.245,2.294
1352853191.587,9315400,38139,-21110,1806.503,1394.083,2.316,2.374
1352853191.587,9330400,30462,-17094,1321.370,1551.691,2.790,2.765
1352853191.587,9330600,-12380,9925,1516.273,1369.490,2.236,2.279
1352853191.620,9315400,38114,-21075,1803.902,1470.184,2.367,2.375
1352853191.620,9330400,30391,-17050,1324.398,1720.850,2.727,2.689
1352853191.620,9330600,-12405,9987,1509.163,1458.745,2.163,2.202
1352853191.656,9315400,38078,-21053,1803.157,1486.691,2.376,2.415
1352853191.656,9330400,30327,-17020,1324.909,1761.769,2.609,2.615
1352853191.656,9330600,-12426,10037,1507.436,1457.812,2.184,2.188
1352853191.690,9315400,38034,-21007,1828.433,1475.044,2.411,2.428
1352853191.690,9330400,30273,-17006,1340.644,1729.736,2.547,2.613
1352853191.690,9330600,-12453,10086,1399.698,1434.923,2.175,2.187
1352853191.726,9315400,38020,-20982,1841.172,1442.915,2.369,2.417
1352853191.726,9330400,30238,-17005,1344.921,1608.542,2.650,2.641
1352853191.726,9330600,-12487,10122,1389.141,1394.511,2.189,2.194
1352853191.761,9315400,38001,-20970,1837.174,1362.445,2.468,2.459
1352853191.761,9330400,30189,-16991,1345.352,1545.581,2.706,2.723
1352853191.761,9330600,-12510,10151,1386.272,1356.779,2.244,2.173
1352853191.794,9315400,37994,-20957,1833.531,1328.070,2.410,2.439
1352853191.794,9330400,30143,-16968,1345.352,1483.753,2.774,2.771
1352853191.794,9330600,-12528,10167,1385.680,1233.580,2.236,2.173
1352853191.829,9315400,37984,-20927,1830.209,1376.671,2.401,2.396
1352853191.829,9330400,30041,-16968,1432.279,1693.030,2.838,2.791
1352853191.829,9330600,-12551,10194,1508.549,1221.396,2.218,2.133
1352853191.865,9315400,37961,-20888,1827.135,1362.471,2.323,2.341
1352853191.865,9330400,29966,-16957,1487.506,1783.765,2.771,2.686
1352853191.865,9330600,-12576,10225,1522.425,1212.495,2.132,2.136
1352853191.899,9315400,37929,-20858,1822.916,1378.811,2.305,2.308
1352853191.899,9330400,29914,-16979,1487.643,1648.449,2.818,2.765
1352853191.899,9330600,-12610,10277,1567.604,1328.587,2.140,2.172
1352853191.933,9315400,37894,-20853,1818.494,1292.877,2.288,2.301
1352853191.933,9330400,29883,-16994,1486.427,1541.078,2.927,2.885
1352853191.933,9330600,-12646,10329,1573.656,1402.176,2.159,2.196
1352853191.966,9315400,37870,-20826,1829.071,1217.677,2.287,2.300
1352853191.966,9330400,29812,-16984,1500.003,1532.900,2.903,2.882
1352853191.966,9330600,-12675,10375,1574.419,1367.432,2.162,2.144
1352853191.999,9315400,37857,-20805,1830.208,1169.321,2.208,2.260
1352853191.999,9330400,29759,-16972,1508.745,1530.504,2.884,2.943
1352853191.999,9330600,-12706,10409,1574.740,1376.482,2.142,2.139
1352853192.033,9315400,37838,-20790,1828.346,1056.902,2.243,2.295
1352853192.033,9330400,29683,-16928,1575.066,1536.891,2.769,2.778
1352853192.033,9330600,-12727,10433,1496.929,1263.302,2.096,2.137
1352853192.067,9315400,37827,-20767,1826.556,1004.915,2.236,2.317
1352853192.067,9330400,29621,-16914,1598.941,1658.988,2.746,2.769
1352853192.067,9330600,-12731,10466,1489.307,1210.418,2.088,2.095
1352853192.103,9315400,37807,-20752,1819.842,992.521,2.258,2.326
1352853192.103,9330400,29571,-16895,1607.892,1641.265,2.767,2.779
1352853192.103,9330600,-12760,10498,1489.793,1105.769,2.124,2.156
1352853192.137,9315400,37791,-20726,1813.544,1001.345,2.240,2.265
1352853192.137,9330400,29541,-16885,1612.231,1599.115,2.778,2.778
1352853192.137,9330600,-12781,10530,1489.793,1084.948,2.179,2.184
1352853192.174,9315400,37764,-20707,1839.762,1021.562,2.292,2.275
1352853192.174,9330400,29523,-16892,1604.850,1469.158,2.822,2.812
1352853192.174,9330600,-12804,10556,1489.793,1051.749,2.208,2.226
1352853192.208,9315400,37738,-20689,1844.073,1042.433,2.321,2.289
1352853192.208,9330400,29482,-16872,1592.165,1417.402,2.778,2.832
1352853192.208,9330600,-12809,10601,1386.096,1117.684,2.134,2.122
1352853192.246,9315400,37702,-20673,1838.658,1038.474,2.298,2.297
1352853192.246,9330400,29446,-16875,1587.118,1386.166,2.756,2.831
1352853192.246,9330600,-12827,10626,1345.050,1053.526,2.121,2.123
1352853192.282,9315400,37678,-20674,1833.340,1013.862,2.318,2.316
1352853192.282,9330400,29376,-16823,1587.833,1386.185,2.658,2.720
1352853192.282,9330600,-12851,10643,1326.302,1015.605,2.161,2.156
1352853192.318,9315400,37654,-20668,1828.099,985.202,2.326,2.377
1352853192.318,9330400,29344,-16810,1586.391,1308.406,2.602,2.666
1352853192.318,9330600,-12892,10650,1459.989,998.633,2.205,2.268
1352853192.352,9315400,37629,-20648,1823.155,975.394,2.361,2.405
1352853192.352,9330400,29276,-16756,1587.494,1347.807,2.581,2.587
1352853192.352,9330600,-12956,10667,1515.679,1038.878,2.301,2.344
1352853192.386,9315400,37607,-20634,1813.402,1014.201,2.328,2.371
1352853192.386,9330400,29244,-16726,1588.060,1336.239,2.542,2.550
1352853192.386,9330600,-12979,10680,1533.031,1077.773,2.260,2.337
1352853192.421,9315400,37573,-20609,1811.042,993.109,2.288,2.410
1352853192.421,9330400,29187,-16695,1605.580,1407.618,2.430,2.489
1352853192.421,9330600,-13022,10701,1496.788,1125.016,2.339,2.423
1352853192.456,9315400,37546,-20587,1808.925,969.986,2.353,2.356
1352853192.456,9330400,29133,-16669,1616.981,1424.245,2.470,2.538
1352853192.456,9330600,-13076,10738,1484.425,1153.840,2.424,2.523
1352853192.491,9315400,37523,-20571,1828.861,959.782,2.399,2.385
1352853192.491,9330400,29089,-16670,1608.564,1369.624,2.523,2.553
1352853192.491,9330600,-13114,10768,1480.911,1155.009,2.465,2.570
1352853192.526,9315400,37477,-20535,1833.185,1014.446,2.409,2.387
1352853192.526,9330400,29057,-16645,1597.757,1332.498,2.517,2.533
1352853192.526,9330600,-13151,10794,1431.976,1142.889,2.499,2.547
1352853192.559,9315400,37440,-20520,1829.225,1006.301,2.451,2.434
1352853192.559,9330400,28997,-16605,1630.456,1397.603,2.499,2.549
1352853192.559,9330600,-13176,10821,1406.392,1155.512,2.514,2.532
1352853192.595,9315400,37409,-20507,1825.395,999.342,2.489,2.445
1352853192.595,9330400,28944,-16581,1653.173,1461.056,2.512,2.607
1352853192.595,9330600,-13205,10847,1406.605,1102.125,2.469,2.508
1352853192.631,9315400,37390,-20494,1823.350,1011.635,2.483,2.431
1352853192.631,9330400,28893,-16605,1646.251,1521.593,2.638,2.749
1352853192.631,9330600,-13229,10873,1406.605,1059.847,2.440,2.532
1352853192.664,9315400,37351,-20457,1821.422,1076.665,2.446,2.469
1352853192.664,9330400,28852,-16649,1635.040,1501.858,2.704,2.790
1352853192.664,9330600,-13262,10897,1406.605,1059.656,2.442,2.543
1352853192.698,9315400,37316,-20426,1818.726,1007.361,2.384,2.428
1352853192.698,9330400,28827,-16668,1622.569,1471.485,2.735,2.800
1352853192.698,9330600,-13291,10919,1406.605,1012.402,2.450,2.578
1352853192.731,9315400,37293,-20402,1816.233,1028.460,2.373,2.381
1352853192.731,9330400,28765,-16674,1629.675,1430.471,2.732,2.830
1352853192.731,9330600,-13317,10939,1406.605,985.716,2.555,2.623
1352853192.764,9315400,37267,-20381,1836.045,1064.379,2.333,2.370
1352853192.764,9330400,28714,-16667,1628.167,1414.645,2.670,2.821
1352853192.764,9330600,-13341,10951,1406.605,981.620,2.533,2.763
1352853192.797,9315400,37269,-20378,1849.162,1092.807,2.346,2.401
1352853192.797,9330400,28666,-16651,1639.929,1350.290,2.685,2.806
1352853192.797,9330600,-13370,10969,1406.605,900.180,2.602,2.754
1352853192.830,9315400,37247,-20363,1842.835,1100.846,2.397,2.427
1352853192.830,9330400,28636,-16625,1636.951,1267.434,2.692,2.787
1352853192.830,9330600,-13653,10845,1377.864,1265.334,3.081,3.002
1352853192.863,9315400,37235,-20361,1827.055,1056.469,2.422,2.462
1352853192.863,9330400,28612,-16611,1621.786,1240.382,2.638,2.726
1352853192.863,9330600,-13757,10754,1359.050,1443.438,-2.998,-2.927
1352853192.896,9315400,37197,-20331,1855.766,1114.528,2.375,2.456
1352853192.896,9330400,28593,-16597,1657.768,1289.570,2.573,2.671
1352853192.896,9330600,-13844,10701,1367.346,1506.628,-2.899,-2.855
1352853192.929,9315400,37167,-20290,1870.959,1107.259,2.301,2.404
1352853192.929,9330400,28572,-16564,1683.122,1335.707,2.488,2.560
1352853192.929,9330600,-13902,10658,1369.388,1571.228,-2.804,-2.786
1352853192.966,9315400,37120,-20249,1863.119,1136.222,2.257,2.388
1352853192.966,9330400,28536,-16530,1674.157,1344.379,2.516,2.563
1352853192.966,9330600,-13948,10639,1370.092,1575.456,-2.744,-2.784
1352853193.002,9315400,37067,-20232,1853.222,1133.640,2.359,2.432
1352853193.002,9330400,28500,-16516,1654.681,1411.827,2.455,2.502
1352853193.002,9330600,-13939,10675,1396.110,1345.713,-2.779,-2.831
1352853193.036,9315400,37011,-20199,1839.166,1102.536,2.411,2.473
1352853193.036,9330400,28474,-16478,1646.812,1460.893,2.321,2.357
1352853193.036,9330600,-13936,10704,1406.475,1103.258,-2.843,-2.859
1352853193.071,9315400,36983,-20181,1829.597,1075.899,2.412,2.475
1352853193.071,9330400,28427,-16440,1639.819,1500.575,2.342,2.318
1352853193.071,9330600,-13957,10677,1215.437,1153.902,-2.865,-2.902
1352853193.104,9315400,36964,-20161,1835.713,1073.235,2.478,2.480
1352853193.104,9330400,28379,-16416,1629.734,1526.385,2.434,2.368
1352853193.104,9330600,-13976,10642,1145.366,1303.176,-2.762,-2.812
1352853193.137,9315400,36964,-20154,1840.326,1027.236,2.416,2.438
1352853193.137,9330400,28335,-16385,1621.837,1585.719,2.452,2.399
1352853193.137,9330600,-14012,10647,1143.431,1320.214,-2.867,-2.872
1352853193.172,9315400,36923,-20147,1822.324,1002.105,2.443,2.481
1352853193.172,9330400,28288,-16329,1624.849,1646.980,2.401,2.385
